geography,geography_type,indicator_name,indicator_value,indicator_unit,period,period_type,data_source,notes
US National,National,breakeven_inflation_10yr,2.29,%,2023-11-01,monthly,Federal Reserve,10-year breakeven inflation rate
US National,National,breakeven_inflation_10yr,2.23,%,2023-12-01,monthly,Federal Reserve,10-year breakeven inflation rate
US National,National,breakeven_inflation_10yr,2.26,%,2024-01-01,monthly,Federal Reserve,10-year breakeven inflation rate
US National,National,breakeven_inflation_10yr,2.29,%,2024-02-01,monthly,Federal Reserve,10-year breakeven inflation rate
US National,National,breakeven_inflation_10yr,2.2,%,2024-03-01,monthly,Federal Reserve,10-year breakeven inflation rate
US National,National,breakeven_inflation_10yr,2.24,%,2024-04-01,monthly,Federal Reserve,10-year breakeven inflation rate
US National,National,breakeven_inflation_10yr,2.2,%,2024-05-01,monthly,Federal Reserve,10-year breakeven inflation rate
US National,National,breakeven_inflation_10yr,2.15,%,2024-06-01,monthly,Federal Reserve,10-year breakeven inflation rate
US National,National,breakeven_inflation_10yr,2.17,%,2024-07-01,monthly,Federal Reserve,10-year breakeven inflation rate
US National,National,breakeven_inflation_10yr,2.14,%,2024-08-01,monthly,Federal Reserve,10-year breakeven inflation rate
US National,National,breakeven_inflation_10yr,2.1,%,2024-09-01,monthly,Federal Reserve,10-year breakeven inflation rate
US National,National,breakeven_inflation_10yr,2.25,%,2024-10-01,monthly,Federal Reserve,10-year breakeven inflation rate
US National,National,cmbs_spread_a,145.0,bps,2020-01-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,155.0,bps,2020-02-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,295.0,bps,2020-03-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,260.0,bps,2020-04-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,215.0,bps,2020-05-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,195.0,bps,2020-06-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,182.0,bps,2020-07-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,175.0,bps,2020-08-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,168.0,bps,2020-09-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,162.0,bps,2020-10-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,158.0,bps,2020-11-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,152.0,bps,2020-12-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,148.0,bps,2021-01-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,142.0,bps,2021-02-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,138.0,bps,2021-03-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,135.0,bps,2021-04-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,132.0,bps,2021-05-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,128.0,bps,2021-06-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,125.0,bps,2021-07-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,123.0,bps,2021-08-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,125.0,bps,2021-09-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,126.0,bps,2021-10-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,128.0,bps,2021-11-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,130.0,bps,2021-12-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,135.0,bps,2022-01-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,142.0,bps,2022-02-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,155.0,bps,2022-03-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,165.0,bps,2022-04-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,175.0,bps,2022-05-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,188.0,bps,2022-06-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,195.0,bps,2022-07-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,202.0,bps,2022-08-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,218.0,bps,2022-09-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,235.0,bps,2022-10-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,222.0,bps,2022-11-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,215.0,bps,2022-12-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,208.0,bps,2023-01-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,195.0,bps,2023-02-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,202.0,bps,2023-03-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,192.0,bps,2023-04-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,185.0,bps,2023-05-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,178.0,bps,2023-06-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,172.0,bps,2023-07-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,168.0,bps,2023-08-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,175.0,bps,2023-09-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,182.0,bps,2023-10-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,172.0,bps,2023-11-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,158.0,bps,2023-12-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,152.0,bps,2024-01-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,148.0,bps,2024-02-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,145.0,bps,2024-03-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,158.0,bps,2024-04-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,152.0,bps,2024-05-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,145.0,bps,2024-06-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,138.0,bps,2024-07-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,135.0,bps,2024-08-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,132.0,bps,2024-09-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_a,135.0,bps,2024-10-01,monthly,JP Morgan/Trepp,CMBS A spread over Treasury
US National,National,cmbs_spread_aa,120.0,bps,2020-01-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,130.0,bps,2020-02-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,270.0,bps,2020-03-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,235.0,bps,2020-04-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,190.0,bps,2020-05-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,170.0,bps,2020-06-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,157.0,bps,2020-07-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,150.0,bps,2020-08-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,143.0,bps,2020-09-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,137.0,bps,2020-10-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,133.0,bps,2020-11-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,127.0,bps,2020-12-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,123.0,bps,2021-01-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,117.0,bps,2021-02-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,113.0,bps,2021-03-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,110.0,bps,2021-04-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,107.0,bps,2021-05-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,103.0,bps,2021-06-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,100.0,bps,2021-07-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,98.0,bps,2021-08-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,100.0,bps,2021-09-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,101.0,bps,2021-10-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,103.0,bps,2021-11-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,105.0,bps,2021-12-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,110.0,bps,2022-01-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,117.0,bps,2022-02-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,130.0,bps,2022-03-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,140.0,bps,2022-04-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,150.0,bps,2022-05-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,163.0,bps,2022-06-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,170.0,bps,2022-07-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,177.0,bps,2022-08-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,193.0,bps,2022-09-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,210.0,bps,2022-10-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,197.0,bps,2022-11-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,190.0,bps,2022-12-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,183.0,bps,2023-01-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,170.0,bps,2023-02-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,177.0,bps,2023-03-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,167.0,bps,2023-04-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,160.0,bps,2023-05-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,153.0,bps,2023-06-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,147.0,bps,2023-07-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,143.0,bps,2023-08-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,150.0,bps,2023-09-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,157.0,bps,2023-10-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,147.0,bps,2023-11-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,133.0,bps,2023-12-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,127.0,bps,2024-01-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,123.0,bps,2024-02-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,120.0,bps,2024-03-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,133.0,bps,2024-04-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,127.0,bps,2024-05-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,120.0,bps,2024-06-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,113.0,bps,2024-07-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,110.0,bps,2024-08-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,107.0,bps,2024-09-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aa,110.0,bps,2024-10-01,monthly,JP Morgan/Trepp,CMBS AA spread over Treasury
US National,National,cmbs_spread_aaa,95.0,bps,2020-01-01,monthly,JP Morgan/Trepp,CMBS AAA spread over Treasury
US National,National,cmbs_spread_aaa,105.0,bps,2020-02-01,monthly,JP Morgan/Trepp,CMBS AAA spread over Treasury
US National,National,cmbs_spread_aaa,245.0,bps,2020-03-01,monthly,JP Morgan/Trepp,CMBS AAA spread over Treasury
US National,National,cmbs_spread_aaa,210.0,bps,2020-04-01,monthly,JP Morgan/Trepp,CMBS AAA spread over Treasury
US National,National,cmbs_spread_aaa,165.0,bps,2020-05-01,monthly,JP Morgan/Trepp,CMBS AAA spread over Treasury
US National,National,cmbs_spread_aaa,145.0,bps,2020-06-01,monthly,JP Morgan/Trepp,CMBS AAA spread over Treasury
US National,National,cmbs_spread_aaa,132.0,bps,2020-07-01,monthly,JP Morgan/Trepp,CMBS AAA spread over Treasury
US National,National,cmbs_spread_aaa,125.0,bps,2020-08-01,monthly,JP Morgan/Trepp,CMBS AAA spread over Treasury
US National,National,cmbs_spread_aaa,118.0,bps,2020-09-01,monthly,JP Morgan/Trepp,CMBS AAA spread over Treasury
US National,National,cmbs_spread_aaa,112.0,bps,2020-10-01,monthly,JP Morgan/Trepp,CMBS AAA spread over Treasury
