geography,geography_type,indicator_name,indicator_value,indicator_unit,period,period_type,data_source,notes
US National,National,average_dscr_requirement,1.3,ratio,2024-Q2,quarterly,Lender Surveys,Average debt service coverage ratio requirement
US National,National,average_dscr_requirement,1.25,ratio,2024-Q3,quarterly,Lender Surveys,Average debt service coverage ratio requirement
US National,National,average_dscr_requirement,1.2,ratio,2024-Q4,quarterly,Lender Surveys,Average debt service coverage ratio requirement
US National,National,average_loan_size,35.2,$MM,2020-Q1,quarterly,Mortgage Bankers Association,Average commercial real estate loan size
US National,National,average_loan_size,32.5,$MM,2020-Q2,quarterly,Mortgage Bankers Association,Average commercial real estate loan size
US National,National,average_loan_size,38.8,$MM,2020-Q3,quarterly,Mortgage Bankers Association,Average commercial real estate loan size
US National,National,average_loan_size,42.3,$MM,2020-Q4,quarterly,Mortgage Bankers Association,Average commercial real estate loan size
US National,National,average_loan_size,45.8,$MM,2021-Q1,quarterly,Mortgage Bankers Association,Average commercial real estate loan size
US National,National,average_loan_size,48.5,$MM,2021-Q2,quarterly,Mortgage Bankers Association,Average commercial real estate loan size
US National,National,average_loan_size,52.3,$MM,2021-Q3,quarterly,Mortgage Bankers Association,Average commercial real estate loan size
US National,National,average_loan_size,55.8,$MM,2021-Q4,quarterly,Mortgage Bankers Association,Average commercial real estate loan size
US National,National,average_loan_size,58.3,$MM,2022-Q1,quarterly,Mortgage Bankers Association,Average commercial real estate loan size
US National,National,average_loan_size,54.8,$MM,2022-Q2,quarterly,Mortgage Bankers Association,Average commercial real estate loan size
US National,National,average_loan_size,48.5,$MM,2022-Q3,quarterly,Mortgage Bankers Association,Average commercial real estate loan size
US National,National,average_loan_size,42.3,$MM,2022-Q4,quarterly,Mortgage Bankers Association,Average commercial real estate loan size
US National,National,average_loan_size,38.5,$MM,2023-Q1,quarterly,Mortgage Bankers Association,Average commercial real estate loan size
US National,National,average_loan_size,35.2,$MM,2023-Q2,quarterly,Mortgage Bankers Association,Average commercial real estate loan size
US National,National,average_loan_size,38.8,$MM,2023-Q3,quarterly,Mortgage Bankers Association,Average commercial real estate loan size
US National,National,average_loan_size,42.3,$MM,2023-Q4,quarterly,Mortgage Bankers Association,Average commercial real estate loan size
US National,National,average_loan_size,45.8,$MM,2024-Q1,quarterly,Mortgage Bankers Association,Average commercial real estate loan size
US National,National,average_loan_size,48.5,$MM,2024-Q2,quarterly,Mortgage Bankers Association,Average commercial real estate loan size
US National,National,average_loan_size,52.3,$MM,2024-Q3,quarterly,Mortgage Bankers Association,Average commercial real estate loan size
US National,National,average_loan_size,55.8,$MM,2024-Q4,quarterly,Mortgage Bankers Association,Average commercial real estate loan size
US National,National,average_transaction_size,25.3,$MM,2020-Q1,quarterly,Real Capital Analytics,Average transaction size across all CRE sectors
US National,National,average_transaction_size,22.8,$MM,2020-Q2,quarterly,Real Capital Analytics,Average transaction size across all CRE sectors
US National,National,average_transaction_size,28.5,$MM,2020-Q3,quarterly,Real Capital Analytics,Average transaction size across all CRE sectors
US National,National,average_transaction_size,32.1,$MM,2020-Q4,quarterly,Real Capital Analytics,Average transaction size across all CRE sectors
US National,National,average_transaction_size,35.2,$MM,2021-Q1,quarterly,Real Capital Analytics,Average transaction size across all CRE sectors
US National,National,average_transaction_size,38.5,$MM,2021-Q2,quarterly,Real Capital Analytics,Average transaction size across all CRE sectors
US National,National,average_transaction_size,42.3,$MM,2021-Q3,quarterly,Real Capital Analytics,Average transaction size across all CRE sectors
US National,National,average_transaction_size,48.5,$MM,2021-Q4,quarterly,Real Capital Analytics,Average transaction size across all CRE sectors
US National,National,average_transaction_size,52.3,$MM,2022-Q1,quarterly,Real Capital Analytics,Average transaction size across all CRE sectors
US National,National,average_transaction_size,48.2,$MM,2022-Q2,quarterly,Real Capital Analytics,Average transaction size across all CRE sectors
US National,National,average_transaction_size,42.8,$MM,2022-Q3,quarterly,Real Capital Analytics,Average transaction size across all CRE sectors
US National,National,average_transaction_size,38.5,$MM,2022-Q4,quarterly,Real Capital Analytics,Average transaction size across all CRE sectors
US National,National,average_transaction_size,35.2,$MM,2023-Q1,quarterly,Real Capital Analytics,Average transaction size across all CRE sectors
US National,National,average_transaction_size,32.8,$MM,2023-Q2,quarterly,Real Capital Analytics,Average transaction size across all CRE sectors
US National,National,average_transaction_size,38.5,$MM,2023-Q3,quarterly,Real Capital Analytics,Average transaction size across all CRE sectors
US National,National,average_transaction_size,42.3,$MM,2023-Q4,quarterly,Real Capital Analytics,Average transaction size across all CRE sectors
US National,National,average_transaction_size,45.8,$MM,2024-Q1,quarterly,Real Capital Analytics,Average transaction size across all CRE sectors
US National,National,average_transaction_size,48.5,$MM,2024-Q2,quarterly,Real Capital Analytics,Average transaction size across all CRE sectors
US National,National,average_transaction_size,51.2,$MM,2024-Q3,quarterly,Real Capital Analytics,Average transaction size across all CRE sectors
US National,National,average_transaction_size,55.3,$MM,2024-Q4,quarterly,Real Capital Analytics,Average transaction size across all CRE sectors
US National,National,avg_properties_per_portfolio,42.0,number,2020-Q1,quarterly,Institutional Investor Surveys,Average number of properties in institutional portfolios
US National,National,avg_properties_per_portfolio,44.0,number,2020-Q2,quarterly,Institutional Investor Surveys,Average number of properties in institutional portfolios
US National,National,avg_properties_per_portfolio,46.0,number,2020-Q3,quarterly,Institutional Investor Surveys,Average number of properties in institutional portfolios
US National,National,avg_properties_per_portfolio,45.0,number,2020-Q4,quarterly,Institutional Investor Surveys,Average number of properties in institutional portfolios
US National,National,avg_properties_per_portfolio,44.0,number,2021-Q1,quarterly,Institutional Investor Surveys,Average number of properties in institutional portfolios
US National,National,avg_properties_per_portfolio,42.0,number,2021-Q2,quarterly,Institutional Investor Surveys,Average number of properties in institutional portfolios
US National,National,avg_properties_per_portfolio,40.0,number,2021-Q3,quarterly,Institutional Investor Surveys,Average number of properties in institutional portfolios
US National,National,avg_properties_per_portfolio,38.0,number,2021-Q4,quarterly,Institutional Investor Surveys,Average number of properties in institutional portfolios
US National,National,avg_properties_per_portfolio,35.0,number,2022-Q1,quarterly,Institutional Investor Surveys,Average number of properties in institutional portfolios
US National,National,avg_properties_per_portfolio,36.0,number,2022-Q2,quarterly,Institutional Investor Surveys,Average number of properties in institutional portfolios
US National,National,avg_properties_per_portfolio,38.0,number,2022-Q3,quarterly,Institutional Investor Surveys,Average number of properties in institutional portfolios
US National,National,avg_properties_per_portfolio,40.0,number,2022-Q4,quarterly,Institutional Investor Surveys,Average number of properties in institutional portfolios
US National,National,avg_properties_per_portfolio,42.0,number,2023-Q1,quarterly,Institutional Investor Surveys,Average number of properties in institutional portfolios
US National,National,avg_properties_per_portfolio,43.0,number,2023-Q2,quarterly,Institutional Investor Surveys,Average number of properties in institutional portfolios
US National,National,avg_properties_per_portfolio,42.0,number,2023-Q3,quarterly,Institutional Investor Surveys,Average number of properties in institutional portfolios
US National,National,avg_properties_per_portfolio,41.0,number,2023-Q4,quarterly,Institutional Investor Surveys,Average number of properties in institutional portfolios
US National,National,avg_properties_per_portfolio,40.0,number,2024-Q1,quarterly,Institutional Investor Surveys,Average number of properties in institutional portfolios
US National,National,avg_properties_per_portfolio,39.0,number,2024-Q2,quarterly,Institutional Investor Surveys,Average number of properties in institutional portfolios
US National,National,avg_properties_per_portfolio,38.0,number,2024-Q3,quarterly,Institutional Investor Surveys,Average number of properties in institutional portfolios
US National,National,avg_properties_per_portfolio,37.0,number,2024-Q4,quarterly,Institutional Investor Surveys,Average number of properties in institutional portfolios
US National,National,bank_cre_loan_rate,3.95,%,2020-Q1,quarterly,Federal Reserve/MBA,Average bank CRE loan rate
US National,National,bank_cre_loan_rate,3.65,%,2020-Q2,quarterly,Federal Reserve/MBA,Average bank CRE loan rate
US National,National,bank_cre_loan_rate,3.35,%,2020-Q3,quarterly,Federal Reserve/MBA,Average bank CRE loan rate
US National,National,bank_cre_loan_rate,3.45,%,2020-Q4,quarterly,Federal Reserve/MBA,Average bank CRE loan rate
US National,National,bank_cre_loan_rate,3.55,%,2021-Q1,quarterly,Federal Reserve/MBA,Average bank CRE loan rate
US National,National,bank_cre_loan_rate,3.65,%,2021-Q2,quarterly,Federal Reserve/MBA,Average bank CRE loan rate
US National,National,bank_cre_loan_rate,3.75,%,2021-Q3,quarterly,Federal Reserve/MBA,Average bank CRE loan rate
US National,National,bank_cre_loan_rate,3.85,%,2021-Q4,quarterly,Federal Reserve/MBA,Average bank CRE loan rate
US National,National,bank_cre_loan_rate,4.35,%,2022-Q1,quarterly,Federal Reserve/MBA,Average bank CRE loan rate
US National,National,bank_cre_loan_rate,4.95,%,2022-Q2,quarterly,Federal Reserve/MBA,Average bank CRE loan rate
US National,National,bank_cre_loan_rate,5.75,%,2022-Q3,quarterly,Federal Reserve/MBA,Average bank CRE loan rate
US National,National,bank_cre_loan_rate,6.45,%,2022-Q4,quarterly,Federal Reserve/MBA,Average bank CRE loan rate
US National,National,bank_cre_loan_rate,6.75,%,2023-Q1,quarterly,Federal Reserve/MBA,Average bank CRE loan rate
US National,National,bank_cre_loan_rate,6.85,%,2023-Q2,quarterly,Federal Reserve/MBA,Average bank CRE loan rate
US National,National,bank_cre_loan_rate,6.95,%,2023-Q3,quarterly,Federal Reserve/MBA,Average bank CRE loan rate
US National,National,bank_cre_loan_rate,6.85,%,2023-Q4,quarterly,Federal Reserve/MBA,Average bank CRE loan rate
US National,National,bank_cre_loan_rate,6.65,%,2024-Q1,quarterly,Federal Reserve/MBA,Average bank CRE loan rate
US National,National,bank_cre_loan_rate,6.35,%,2024-Q2,quarterly,Federal Reserve/MBA,Average bank CRE loan rate
US National,National,bank_cre_loan_rate,5.95,%,2024-Q3,quarterly,Federal Reserve/MBA,Average bank CRE loan rate
US National,National,bank_cre_loan_rate,5.65,%,2024-Q4,quarterly,Federal Reserve/MBA,Average bank CRE loan rate
US National,National,cash_deals_percentage,32.0,%,2020-Q1,quarterly,Mortgage Bankers Association,Percentage of transactions with no financing
US National,National,cash_deals_percentage,38.0,%,2020-Q2,quarterly,Mortgage Bankers Association,Percentage of transactions with no financing
US National,National,cash_deals_percentage,28.0,%,2020-Q3,quarterly,Mortgage Bankers Association,Percentage of transactions with no financing
US National,National,cash_deals_percentage,25.0,%,2020-Q4,quarterly,Mortgage Bankers Association,Percentage of transactions with no financing
US National,National,cash_deals_percentage,22.0,%,2021-Q1,quarterly,Mortgage Bankers Association,Percentage of transactions with no financing
US National,National,cash_deals_percentage,20.0,%,2021-Q2,quarterly,Mortgage Bankers Association,Percentage of transactions with no financing
US National,National,cash_deals_percentage,18.0,%,2021-Q3,quarterly,Mortgage Bankers Association,Percentage of transactions with no financing
US National,National,cash_deals_percentage,15.0,%,2021-Q4,quarterly,Mortgage Bankers Association,Percentage of transactions with no financing
US National,National,cash_deals_percentage,18.0,%,2022-Q1,quarterly,Mortgage Bankers Association,Percentage of transactions with no financing
US National,National,cash_deals_percentage,22.0,%,2022-Q2,quarterly,Mortgage Bankers Association,Percentage of transactions with no financing
US National,National,cash_deals_percentage,28.0,%,2022-Q3,quarterly,Mortgage Bankers Association,Percentage of transactions with no financing
US National,National,cash_deals_percentage,32.0,%,2022-Q4,quarterly,Mortgage Bankers Association,Percentage of transactions with no financing
US National,National,cash_deals_percentage,35.0,%,2023-Q1,quarterly,Mortgage Bankers Association,Percentage of transactions with no financing
US National,National,cash_deals_percentage,32.0,%,2023-Q2,quarterly,Mortgage Bankers Association,Percentage of transactions with no financing
US National,National,cash_deals_percentage,28.0,%,2023-Q3,quarterly,Mortgage Bankers Association,Percentage of transactions with no financing
US National,National,cash_deals_percentage,25.0,%,2023-Q4,quarterly,Mortgage Bankers Association,Percentage of transactions with no financing
US National,National,cash_deals_percentage,22.0,%,2024-Q1,quarterly,Mortgage Bankers Association,Percentage of transactions with no financing
US National,National,cash_deals_percentage,20.0,%,2024-Q2,quarterly,Mortgage Bankers Association,Percentage of transactions with no financing
US National,National,cash_deals_percentage,18.0,%,2024-Q3,quarterly,Mortgage Bankers Association,Percentage of transactions with no financing
US National,National,cash_deals_percentage,15.0,%,2024-Q4,quarterly,Mortgage Bankers Association,Percentage of transactions with no financing
US National,National,cmbs_mortgage_rate,3.45,%,2020-Q1,quarterly,CMBS Servicers/Trepp,Average CMBS loan rate
US National,National,cmbs_mortgage_rate,3.25,%,2020-Q2,quarterly,CMBS Servicers/Trepp,Average CMBS loan rate
US National,National,cmbs_mortgage_rate,2.85,%,2020-Q3,quarterly,CMBS Servicers/Trepp,Average CMBS loan rate
US National,National,cmbs_mortgage_rate,2.95,%,2020-Q4,quarterly,CMBS Servicers/Trepp,Average CMBS loan rate
US National,National,cmbs_mortgage_rate,3.05,%,2021-Q1,quarterly,CMBS Servicers/Trepp,Average CMBS loan rate
US National,National,cmbs_mortgage_rate,3.15,%,2021-Q2,quarterly,CMBS Servicers/Trepp,Average CMBS loan rate
US National,National,cmbs_mortgage_rate,3.25,%,2021-Q3,quarterly,CMBS Servicers/Trepp,Average CMBS loan rate
US National,National,cmbs_mortgage_rate,3.35,%,2021-Q4,quarterly,CMBS Servicers/Trepp,Average CMBS loan rate
US National,National,cmbs_mortgage_rate,3.85,%,2022-Q1,quarterly,CMBS Servicers/Trepp,Average CMBS loan rate
US National,National,cmbs_mortgage_rate,4.35,%,2022-Q2,quarterly,CMBS Servicers/Trepp,Average CMBS loan rate
US National,National,cmbs_mortgage_rate,5.15,%,2022-Q3,quarterly,CMBS Servicers/Trepp,Average CMBS loan rate
US National,National,cmbs_mortgage_rate,5.95,%,2022-Q4,quarterly,CMBS Servicers/Trepp,Average CMBS loan rate
US National,National,cmbs_mortgage_rate,6.25,%,2023-Q1,quarterly,CMBS Servicers/Trepp,Average CMBS loan rate
US National,National,cmbs_mortgage_rate,6.35,%,2023-Q2,quarterly,CMBS Servicers/Trepp,Average CMBS loan rate
US National,National,cmbs_mortgage_rate,6.45,%,2023-Q3,quarterly,CMBS Servicers/Trepp,Average CMBS loan rate
US National,National,cmbs_mortgage_rate,6.35,%,2023-Q4,quarterly,CMBS Servicers/Trepp,Average CMBS loan rate
US National,National,cmbs_mortgage_rate,6.15,%,2024-Q1,quarterly,CMBS Servicers/Trepp,Average CMBS loan rate
US National,National,cmbs_mortgage_rate,5.95,%,2024-Q2,quarterly,CMBS Servicers/Trepp,Average CMBS loan rate
US National,National,cmbs_mortgage_rate,5.65,%,2024-Q3,quarterly,CMBS Servicers/Trepp,Average CMBS loan rate
US National,National,cmbs_mortgage_rate,5.35,%,2024-Q4,quarterly,CMBS Servicers/Trepp,Average CMBS loan rate
US National,National,core_strategy_allocation,35.0,%,2020-Q1,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core strategy
US National,National,core_strategy_allocation,38.0,%,2020-Q2,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core strategy
US National,National,core_strategy_allocation,42.0,%,2020-Q3,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core strategy
US National,National,core_strategy_allocation,40.0,%,2020-Q4,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core strategy
US National,National,core_strategy_allocation,38.0,%,2021-Q1,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core strategy
US National,National,core_strategy_allocation,36.0,%,2021-Q2,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core strategy
US National,National,core_strategy_allocation,35.0,%,2021-Q3,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core strategy
US National,National,core_strategy_allocation,32.0,%,2021-Q4,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core strategy
US National,National,core_strategy_allocation,28.0,%,2022-Q1,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core strategy
US National,National,core_strategy_allocation,30.0,%,2022-Q2,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core strategy
US National,National,core_strategy_allocation,33.0,%,2022-Q3,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core strategy
US National,National,core_strategy_allocation,35.0,%,2022-Q4,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core strategy
US National,National,core_strategy_allocation,38.0,%,2023-Q1,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core strategy
US National,National,core_strategy_allocation,40.0,%,2023-Q2,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core strategy
US National,National,core_strategy_allocation,42.0,%,2023-Q3,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core strategy
US National,National,core_strategy_allocation,44.0,%,2023-Q4,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core strategy
US National,National,core_strategy_allocation,47.0,%,2024-Q1,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core strategy
US National,National,core_strategy_allocation,45.0,%,2024-Q2,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core strategy
US National,National,core_strategy_allocation,43.0,%,2024-Q3,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core strategy
US National,National,core_strategy_allocation,41.0,%,2024-Q4,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core strategy
US National,National,core_strategy_avg_hold_period,8.5,years,2020-Q1,quarterly,Preqin/PREA,Average hold period for core strategy
US National,National,core_strategy_avg_hold_period,8.3,years,2020-Q2,quarterly,Preqin/PREA,Average hold period for core strategy
US National,National,core_strategy_avg_hold_period,8.2,years,2020-Q3,quarterly,Preqin/PREA,Average hold period for core strategy
US National,National,core_strategy_avg_hold_period,8.0,years,2020-Q4,quarterly,Preqin/PREA,Average hold period for core strategy
US National,National,core_strategy_avg_hold_period,8.2,years,2021-Q1,quarterly,Preqin/PREA,Average hold period for core strategy
US National,National,core_strategy_avg_hold_period,8.5,years,2021-Q2,quarterly,Preqin/PREA,Average hold period for core strategy
US National,National,core_strategy_avg_hold_period,8.8,years,2021-Q3,quarterly,Preqin/PREA,Average hold period for core strategy
US National,National,core_strategy_avg_hold_period,9.0,years,2021-Q4,quarterly,Preqin/PREA,Average hold period for core strategy
US National,National,core_strategy_avg_hold_period,9.2,years,2022-Q1,quarterly,Preqin/PREA,Average hold period for core strategy
US National,National,core_strategy_avg_hold_period,9.0,years,2022-Q2,quarterly,Preqin/PREA,Average hold period for core strategy
US National,National,core_strategy_avg_hold_period,8.8,years,2022-Q3,quarterly,Preqin/PREA,Average hold period for core strategy
US National,National,core_strategy_avg_hold_period,8.5,years,2022-Q4,quarterly,Preqin/PREA,Average hold period for core strategy
US National,National,core_strategy_avg_hold_period,8.2,years,2023-Q1,quarterly,Preqin/PREA,Average hold period for core strategy
US National,National,core_strategy_avg_hold_period,8.0,years,2023-Q2,quarterly,Preqin/PREA,Average hold period for core strategy
US National,National,core_strategy_avg_hold_period,7.8,years,2023-Q3,quarterly,Preqin/PREA,Average hold period for core strategy
US National,National,core_strategy_avg_hold_period,7.5,years,2023-Q4,quarterly,Preqin/PREA,Average hold period for core strategy
US National,National,core_strategy_avg_hold_period,7.8,years,2024-Q1,quarterly,Preqin/PREA,Average hold period for core strategy
US National,National,core_strategy_avg_hold_period,8.0,years,2024-Q2,quarterly,Preqin/PREA,Average hold period for core strategy
US National,National,core_strategy_avg_hold_period,8.3,years,2024-Q3,quarterly,Preqin/PREA,Average hold period for core strategy
US National,National,core_strategy_avg_hold_period,8.5,years,2024-Q4,quarterly,Preqin/PREA,Average hold period for core strategy
US National,National,core_strategy_avg_ltv,60.0,%,2020-Q1,quarterly,Lender Surveys,Average LTV ratio for core strategy investments
US National,National,core_strategy_avg_ltv,55.0,%,2020-Q2,quarterly,Lender Surveys,Average LTV ratio for core strategy investments
US National,National,core_strategy_avg_ltv,50.0,%,2020-Q3,quarterly,Lender Surveys,Average LTV ratio for core strategy investments
US National,National,core_strategy_avg_ltv,50.0,%,2020-Q4,quarterly,Lender Surveys,Average LTV ratio for core strategy investments
US National,National,core_strategy_avg_ltv,50.0,%,2021-Q1,quarterly,Lender Surveys,Average LTV ratio for core strategy investments
US National,National,core_strategy_avg_ltv,52.0,%,2021-Q2,quarterly,Lender Surveys,Average LTV ratio for core strategy investments
US National,National,core_strategy_avg_ltv,55.0,%,2021-Q3,quarterly,Lender Surveys,Average LTV ratio for core strategy investments
US National,National,core_strategy_avg_ltv,60.0,%,2021-Q4,quarterly,Lender Surveys,Average LTV ratio for core strategy investments
US National,National,core_strategy_avg_ltv,55.0,%,2022-Q1,quarterly,Lender Surveys,Average LTV ratio for core strategy investments
US National,National,core_strategy_avg_ltv,50.0,%,2022-Q2,quarterly,Lender Surveys,Average LTV ratio for core strategy investments
US National,National,core_strategy_avg_ltv,45.0,%,2022-Q3,quarterly,Lender Surveys,Average LTV ratio for core strategy investments
US National,National,core_strategy_avg_ltv,40.0,%,2022-Q4,quarterly,Lender Surveys,Average LTV ratio for core strategy investments
US National,National,core_strategy_avg_ltv,40.0,%,2023-Q1,quarterly,Lender Surveys,Average LTV ratio for core strategy investments
US National,National,core_strategy_avg_ltv,42.0,%,2023-Q2,quarterly,Lender Surveys,Average LTV ratio for core strategy investments
US National,National,core_strategy_avg_ltv,45.0,%,2023-Q3,quarterly,Lender Surveys,Average LTV ratio for core strategy investments
US National,National,core_strategy_avg_ltv,48.0,%,2023-Q4,quarterly,Lender Surveys,Average LTV ratio for core strategy investments
US National,National,core_strategy_avg_ltv,50.0,%,2024-Q1,quarterly,Lender Surveys,Average LTV ratio for core strategy investments
US National,National,core_strategy_avg_ltv,52.0,%,2024-Q2,quarterly,Lender Surveys,Average LTV ratio for core strategy investments
US National,National,core_strategy_avg_ltv,55.0,%,2024-Q3,quarterly,Lender Surveys,Average LTV ratio for core strategy investments
US National,National,core_strategy_avg_ltv,58.0,%,2024-Q4,quarterly,Lender Surveys,Average LTV ratio for core strategy investments
US National,National,coreplus_strategy_allocation,28.0,%,2020-Q1,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core+ strategy
US National,National,coreplus_strategy_allocation,25.0,%,2020-Q2,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core+ strategy
US National,National,coreplus_strategy_allocation,22.0,%,2020-Q3,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core+ strategy
US National,National,coreplus_strategy_allocation,24.0,%,2020-Q4,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core+ strategy
US National,National,coreplus_strategy_allocation,26.0,%,2021-Q1,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core+ strategy
US National,National,coreplus_strategy_allocation,28.0,%,2021-Q2,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core+ strategy
US National,National,coreplus_strategy_allocation,30.0,%,2021-Q3,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core+ strategy
US National,National,coreplus_strategy_allocation,32.0,%,2021-Q4,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core+ strategy
US National,National,coreplus_strategy_allocation,35.0,%,2022-Q1,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core+ strategy
US National,National,coreplus_strategy_allocation,34.0,%,2022-Q2,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core+ strategy
US National,National,coreplus_strategy_allocation,32.0,%,2022-Q3,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core+ strategy
US National,National,coreplus_strategy_allocation,30.0,%,2022-Q4,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core+ strategy
US National,National,coreplus_strategy_allocation,28.0,%,2023-Q1,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core+ strategy
US National,National,coreplus_strategy_allocation,26.0,%,2023-Q2,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core+ strategy
US National,National,coreplus_strategy_allocation,24.0,%,2023-Q3,quarterly,Institutional Investor Surveys,Percentage of capital allocated to core+ strategy
