market_name,neighborhood_name,score_category,score_value,rank_within_market,rank_nationally,data_source,period,notes
NYC,Manhattan - Harlem,investor_attractiveness_score,85.0,2,8,Investment Analysis,2024-12-31,"Strong growth potential, emerging market"
NYC,Manhattan - Harlem,resident_desirability_score,81.0,3,16,Lifestyle Index,2024-12-31,"Improving amenities, cultural hub"
NYC,Manhattan - Harlem,value_add_potential_score,84.0,2,12,Growth Potential Analysis,2024-12-31,High value-add potential for early investors
NYC,Brooklyn - Williamsburg,accessibility_score,90.0,2,8,Walk Score API / Transit Data,2025-01-01,"L/G/J subway lines, walkable"
NYC,Brooklyn - Williamsburg,amenity_score,91.0,2,6,Google Places/Yelp Data,2025-01-01,"Hip restaurants, galleries, boutiques, nightlife"
NYC,Brooklyn - Williamsburg,demographic_quality_score,82.0,2,14,Census ACS Data,2024-12-31,"Young professionals, median HHI $125K"
NYC,Brooklyn - Williamsburg,employment_economic_score,80.0,3,22,Labor Bureau / Tech Presence,2024-12-31,"Creative industries, media, tech startups"
NYC,Brooklyn - Williamsburg,real_estate_momentum_score,86.0,2,10,Zillow / Redfin Data,2024-11-01,"Price appreciation 5.3% YoY, median $875K"
NYC,Brooklyn - Williamsburg,development_investment_score,82.0,3,14,City Planning / CRE Reports,2024-12-31,"Active development, mixed-use projects"
NYC,Brooklyn - Williamsburg,livability_safety_score,78.0,4,25,FBI Crime Data / NYC Police,2024-11-01,Moderate crime for Brooklyn
NYC,Brooklyn - Williamsburg,cultural_vibrancy_score,89.0,3,8,Cultural Institutions / Events,2024-12-31,"Arts scene, galleries, street art"
NYC,Brooklyn - Williamsburg,future_growth_catalysts_score,75.0,5,22,Development Pipeline,2024-12-31,"Waterfront projects, ongoing gentrification"
NYC,Brooklyn - Williamsburg,composite_overall_score,84.3,2,11,Weighted Average,2024-12-31,"Desirable neighborhood, active market"
NYC,Brooklyn - Williamsburg,investor_attractiveness_score,82.0,3,12,Investment Analysis,2024-12-31,"Established hipster destination, market saturation"
NYC,Brooklyn - Williamsburg,resident_desirability_score,88.0,2,7,Lifestyle Index,2024-12-31,"Vibrant lifestyle, walkable, culture-rich"
NYC,Brooklyn - Williamsburg,value_add_potential_score,68.0,6,38,Growth Potential Analysis,2024-12-31,"Limited new opportunities, higher entry prices"
NYC,Brooklyn - Gowanus,accessibility_score,85.0,4,20,Walk Score API / Transit Data,2025-01-01,"F/G subway, improving walkability"
NYC,Brooklyn - Gowanus,amenity_score,72.0,6,42,Google Places/Yelp Data,2025-01-01,"Growing food/retail scene, warehouse spaces"
NYC,Brooklyn - Gowanus,demographic_quality_score,68.0,6,55,Census ACS Data,2024-12-31,"Emerging demographic, median HHI $78K"
NYC,Brooklyn - Gowanus,employment_economic_score,75.0,4,30,Labor Bureau / Tech Presence,2024-12-31,Creative industries emerging
NYC,Brooklyn - Gowanus,real_estate_momentum_score,88.0,2,9,Zillow / Redfin Data,2024-11-01,"Rapid appreciation 12.1% YoY, median $625K"
NYC,Brooklyn - Gowanus,development_investment_score,92.0,1,3,City Planning / CRE Reports,2024-12-31,"Rezoning, canal cleanup, major redevelopment"
NYC,Brooklyn - Gowanus,livability_safety_score,65.0,8,62,FBI Crime Data / NYC Police,2024-11-01,"Higher crime, improving rapidly"
NYC,Brooklyn - Gowanus,cultural_vibrancy_score,78.0,5,28,Cultural Institutions / Events,2024-12-31,"Arts community growing, creative spaces"
NYC,Brooklyn - Gowanus,future_growth_catalysts_score,95.0,1,1,Development Pipeline,2024-12-31,"Highest catalyst score - rezoning, canal cleanup"
NYC,Brooklyn - Gowanus,composite_overall_score,81.8,4,14,Weighted Average,2024-12-31,High-growth emerging neighborhood
NYC,Brooklyn - Gowanus,investor_attractiveness_score,91.0,1,3,Investment Analysis,2024-12-31,"Highest investor appeal, major catalysts ahead"
NYC,Brooklyn - Gowanus,resident_desirability_score,71.0,8,48,Lifestyle Index,2024-12-31,Improving but still developing
NYC,Brooklyn - Gowanus,value_add_potential_score,92.0,1,2,Growth Potential Analysis,2024-12-31,Highest value-add potential in NYC
Los Angeles,Santa Monica,accessibility_score,89.0,1,9,Walk Score API / Transit Data,2025-01-01,"Excellent walkability, beach proximity"
Los Angeles,Santa Monica,amenity_score,94.0,1,4,Google Places/Yelp Data,2025-01-01,"Premium beach community, dining, retail"
Los Angeles,Santa Monica,demographic_quality_score,86.0,1,10,Census ACS Data,2024-12-31,"Median HHI $152K, highly educated"
Los Angeles,Santa Monica,employment_economic_score,85.0,2,18,Labor Bureau / Tech Presence,2024-12-31,"Tech hub, entertainment industry"
Los Angeles,Santa Monica,real_estate_momentum_score,82.0,2,18,Zillow / Redfin Data,2024-11-01,"Appreciation 4.8% YoY, median $1.8M"
Los Angeles,Santa Monica,development_investment_score,75.0,3,26,City Planning / CRE Reports,2024-12-31,Limited development due to regulations
Los Angeles,Santa Monica,livability_safety_score,88.0,1,8,FBI Crime Data / LA Police,2024-11-01,"Low crime rate, excellent safety"
Los Angeles,Santa Monica,cultural_vibrancy_score,87.0,2,9,Cultural Institutions / Events,2024-12-31,"Beach culture, pier, entertainment"
Los Angeles,Santa Monica,future_growth_catalysts_score,68.0,4,38,Development Pipeline,2024-12-31,"Limited growth potential, mature market"
Los Angeles,Santa Monica,composite_overall_score,83.8,1,12,Weighted Average,2024-12-31,Established luxury beach community
Los Angeles,Santa Monica,investor_attractiveness_score,78.0,2,22,Investment Analysis,2024-12-31,"Established market, premium pricing"
Los Angeles,Santa Monica,resident_desirability_score,89.0,1,6,Lifestyle Index,2024-12-31,Highly desirable beach lifestyle
Los Angeles,Santa Monica,value_add_potential_score,62.0,7,52,Growth Potential Analysis,2024-12-31,Limited value-add in mature market
Los Angeles,Silver Lake,accessibility_score,81.0,3,28,Walk Score API / Transit Data,2025-01-01,"Walkable neighborhood, Red Line Metro"
Los Angeles,Silver Lake,amenity_score,86.0,2,14,Google Places/Yelp Data,2025-01-01,"Trendy restaurants, cafes, boutiques"
Los Angeles,Silver Lake,demographic_quality_score,78.0,4,32,Census ACS Data,2024-12-31,"Median HHI $105K, young creative demographic"
Los Angeles,Silver Lake,employment_economic_score,80.0,3,24,Labor Bureau / Tech Presence,2024-12-31,"Creative industries, startups"
Los Angeles,Silver Lake,real_estate_momentum_score,85.0,2,13,Zillow / Redfin Data,2024-11-01,"Appreciation 6.2% YoY, median $935K"
Los Angeles,Silver Lake,development_investment_score,78.0,3,22,City Planning / CRE Reports,2024-12-31,Ongoing residential development
Los Angeles,Silver Lake,livability_safety_score,76.0,4,38,FBI Crime Data / LA Police,2024-11-01,Moderate crime for LA trendy area
Los Angeles,Silver Lake,cultural_vibrancy_score,88.0,3,7,Cultural Institutions / Events,2024-12-31,"Hipster culture, music venues, street art"
Los Angeles,Silver Lake,future_growth_catalysts_score,76.0,3,25,Development Pipeline,2024-12-31,"Ongoing gentrification, retail development"
Los Angeles,Silver Lake,composite_overall_score,81.8,2,14,Weighted Average,2024-12-31,Trendy neighborhood with growth
Los Angeles,Silver Lake,investor_attractiveness_score,84.0,2,10,Investment Analysis,2024-12-31,"Strong investment appeal, good momentum"
Los Angeles,Silver Lake,resident_desirability_score,84.0,2,12,Lifestyle Index,2024-12-31,"Desirable for young professionals, artists"
Los Angeles,Silver Lake,value_add_potential_score,78.0,3,18,Growth Potential Analysis,2024-12-31,Good value-add opportunities remain
Los Angeles,Boyle Heights,accessibility_score,82.0,3,26,Walk Score API / Transit Data,2025-01-01,"Walkable, Metro Gold Line access"
Los Angeles,Boyle Heights,amenity_score,75.0,4,35,Google Places/Yelp Data,2025-01-01,"Growing food scene, murals, galleries"
Los Angeles,Boyle Heights,demographic_quality_score,62.0,7,62,Census ACS Data,2024-12-31,"Median HHI $55K, emerging demographic shift"
Los Angeles,Boyle Heights,employment_economic_score,68.0,5,40,Labor Bureau / Tech Presence,2024-12-31,"Manufacturing, growing creative sector"
Los Angeles,Boyle Heights,real_estate_momentum_score,89.0,1,8,Zillow / Redfin Data,2024-11-01,"Rapid appreciation 11.3% YoY, median $485K"
Los Angeles,Boyle Heights,development_investment_score,85.0,2,11,City Planning / CRE Reports,2024-12-31,"Active redevelopment, new construction"
Los Angeles,Boyle Heights,livability_safety_score,68.0,6,52,FBI Crime Data / LA Police,2024-11-01,"Moderate to higher crime, improving"
Los Angeles,Boyle Heights,cultural_vibrancy_score,84.0,4,15,Cultural Institutions / Events,2024-12-31,"Rich Mexican heritage, artistic community"
Los Angeles,Boyle Heights,future_growth_catalysts_score,88.0,2,9,Development Pipeline,2024-12-31,Significant development projects underway
Los Angeles,Boyle Heights,composite_overall_score,79.7,3,20,Weighted Average,2024-12-31,"Emerging neighborhood, gentrification play"
Los Angeles,Boyle Heights,investor_attractiveness_score,88.0,1,5,Investment Analysis,2024-12-31,Highest growth potential in LA sample
Los Angeles,Boyle Heights,resident_desirability_score,72.0,5,42,Lifestyle Index,2024-12-31,Improving but cultural displacement concerns
Los Angeles,Boyle Heights,value_add_potential_score,89.0,1,3,Growth Potential Analysis,2024-12-31,Excellent value-add opportunity
San Francisco,Mission Bay,accessibility_score,88.0,1,6,Walk Score / Transit Data,2025-01-01,
San Francisco,Mission Bay,amenity_score,92.0,1,6,Google Places / Yelp,2025-01-01,
San Francisco,Mission Bay,demographic_quality_score,85.0,1,6,Census ACS,2024-12-31,
San Francisco,Mission Bay,employment_economic_score,88.0,1,6,Labor Bureau / Tech Data,2024-12-31,
San Francisco,Mission Bay,real_estate_momentum_score,86.0,1,6,Zillow / Redfin,2024-11-01,
San Francisco,Mission Bay,development_investment_score,85.0,1,6,City Planning / CRE,2024-12-31,
San Francisco,Mission Bay,livability_safety_score,84.0,1,6,Crime Data / Surveys,2024-11-01,
San Francisco,Mission Bay,cultural_vibrancy_score,78.0,1,6,Cultural Institutions,2024-12-31,
San Francisco,Mission Bay,future_growth_catalysts_score,72.0,1,6,Development Pipeline,2024-12-31,
San Francisco,Mission Bay,composite_overall_score,84.2,1,6,Weighted Average,2024-12-31,
San Francisco,Mission Bay,investor_attractiveness_score,82.8,1,6,Investment Analysis,2024-12-31,
San Francisco,Mission Bay,resident_desirability_score,85.5,1,6,Lifestyle Index,2024-12-31,
San Francisco,Mission Bay,value_add_potential_score,87.0,1,6,Growth Potential,2024-12-31,
San Francisco,SoMa,accessibility_score,90.0,2,8,Walk Score / Transit Data,2025-01-01,
San Francisco,SoMa,amenity_score,89.0,2,8,Google Places / Yelp,2025-01-01,
San Francisco,SoMa,demographic_quality_score,82.0,2,8,Census ACS,2024-12-31,
San Francisco,SoMa,employment_economic_score,92.0,2,8,Labor Bureau / Tech Data,2024-12-31,
San Francisco,SoMa,real_estate_momentum_score,84.0,2,8,Zillow / Redfin,2024-11-01,
San Francisco,SoMa,development_investment_score,82.0,2,8,City Planning / CRE,2024-12-31,
San Francisco,SoMa,livability_safety_score,75.0,2,8,Crime Data / Surveys,2024-11-01,
San Francisco,SoMa,cultural_vibrancy_score,76.0,2,8,Cultural Institutions,2024-12-31,
San Francisco,SoMa,future_growth_catalysts_score,68.0,2,8,Development Pipeline,2024-12-31,
San Francisco,SoMa,composite_overall_score,82.0,2,8,Weighted Average,2024-12-31,
San Francisco,SoMa,investor_attractiveness_score,81.5,2,8,Investment Analysis,2024-12-31,
San Francisco,SoMa,resident_desirability_score,82.5,2,8,Lifestyle Index,2024-12-31,
San Francisco,SoMa,value_add_potential_score,79.0,2,8,Growth Potential,2024-12-31,
San Francisco,Pacific Heights,accessibility_score,82.0,3,14,Walk Score / Transit Data,2025-01-01,
San Francisco,Pacific Heights,amenity_score,91.0,3,14,Google Places / Yelp,2025-01-01,
San Francisco,Pacific Heights,demographic_quality_score,89.0,3,14,Census ACS,2024-12-31,
San Francisco,Pacific Heights,employment_economic_score,80.0,3,14,Labor Bureau / Tech Data,2024-12-31,
San Francisco,Pacific Heights,real_estate_momentum_score,81.0,3,14,Zillow / Redfin,2024-11-01,
San Francisco,Pacific Heights,development_investment_score,72.0,3,14,City Planning / CRE,2024-12-31,
San Francisco,Pacific Heights,livability_safety_score,88.0,3,14,Crime Data / Surveys,2024-11-01,
San Francisco,Pacific Heights,cultural_vibrancy_score,85.0,3,14,Cultural Institutions,2024-12-31,
San Francisco,Pacific Heights,future_growth_catalysts_score,62.0,3,14,Development Pipeline,2024-12-31,
San Francisco,Pacific Heights,composite_overall_score,81.1,3,14,Weighted Average,2024-12-31,
San Francisco,Pacific Heights,investor_attractiveness_score,73.8,3,14,Investment Analysis,2024-12-31,
San Francisco,Pacific Heights,resident_desirability_score,86.5,3,14,Lifestyle Index,2024-12-31,
San Francisco,Pacific Heights,value_add_potential_score,71.0,3,14,Growth Potential,2024-12-31,
San Francisco,Noe Valley,accessibility_score,81.0,4,18,Walk Score / Transit Data,2025-01-01,
San Francisco,Noe Valley,amenity_score,87.0,4,18,Google Places / Yelp,2025-01-01,
San Francisco,Noe Valley,demographic_quality_score,88.0,4,18,Census ACS,2024-12-31,
San Francisco,Noe Valley,employment_economic_score,78.0,4,18,Labor Bureau / Tech Data,2024-12-31,
San Francisco,Noe Valley,real_estate_momentum_score,82.0,4,18,Zillow / Redfin,2024-11-01,
San Francisco,Noe Valley,development_investment_score,68.0,4,18,City Planning / CRE,2024-12-31,
San Francisco,Noe Valley,livability_safety_score,86.0,4,18,Crime Data / Surveys,2024-11-01,
San Francisco,Noe Valley,cultural_vibrancy_score,82.0,4,18,Cultural Institutions,2024-12-31,
San Francisco,Noe Valley,future_growth_catalysts_score,65.0,4,18,Development Pipeline,2024-12-31,
San Francisco,Noe Valley,composite_overall_score,79.7,4,18,Weighted Average,2024-12-31,
San Francisco,Noe Valley,investor_attractiveness_score,73.2,4,18,Investment Analysis,2024-12-31,
San Francisco,Noe Valley,resident_desirability_score,84.0,4,18,Lifestyle Index,2024-12-31,
San Francisco,Noe Valley,value_add_potential_score,63.0,4,18,Growth Potential,2024-12-31,
San Francisco,Mission District,accessibility_score,89.0,5,13,Walk Score / Transit Data,2025-01-01,
San Francisco,Mission District,amenity_score,88.0,5,13,Google Places / Yelp,2025-01-01,
San Francisco,Mission District,demographic_quality_score,75.0,5,13,Census ACS,2024-12-31,
San Francisco,Mission District,employment_economic_score,80.0,5,13,Labor Bureau / Tech Data,2024-12-31,
San Francisco,Mission District,real_estate_momentum_score,83.0,5,13,Zillow / Redfin,2024-11-01,
San Francisco,Mission District,development_investment_score,78.0,5,13,City Planning / CRE,2024-12-31,
San Francisco,Mission District,livability_safety_score,72.0,5,13,Crime Data / Surveys,2024-11-01,
San Francisco,Mission District,cultural_vibrancy_score,94.0,5,13,Cultural Institutions,2024-12-31,
San Francisco,Mission District,future_growth_catalysts_score,71.0,5,13,Development Pipeline,2024-12-31,
San Francisco,Mission District,composite_overall_score,81.1,5,13,Weighted Average,2024-12-31,
San Francisco,Mission District,investor_attractiveness_score,78.0,5,13,Investment Analysis,2024-12-31,
San Francisco,Mission District,resident_desirability_score,85.8,5,13,Lifestyle Index,2024-12-31,
San Francisco,Mission District,value_add_potential_score,55.0,5,13,Growth Potential,2024-12-31,
San Francisco,Potrero Hill,accessibility_score,80.0,6,15,Walk Score / Transit Data,2025-01-01,
San Francisco,Potrero Hill,amenity_score,85.0,6,15,Google Places / Yelp,2025-01-01,
San Francisco,Potrero Hill,demographic_quality_score,84.0,6,15,Census ACS,2024-12-31,
San Francisco,Potrero Hill,employment_economic_score,85.0,6,15,Labor Bureau / Tech Data,2024-12-31,
San Francisco,Potrero Hill,real_estate_momentum_score,85.0,6,15,Zillow / Redfin,2024-11-01,
San Francisco,Potrero Hill,development_investment_score,80.0,6,15,City Planning / CRE,2024-12-31,
San Francisco,Potrero Hill,livability_safety_score,85.0,6,15,Crime Data / Surveys,2024-11-01,
San Francisco,Potrero Hill,cultural_vibrancy_score,80.0,6,15,Cultural Institutions,2024-12-31,
San Francisco,Potrero Hill,future_growth_catalysts_score,75.0,6,15,Development Pipeline,2024-12-31,
San Francisco,Potrero Hill,composite_overall_score,82.1,6,15,Weighted Average,2024-12-31,
San Francisco,Potrero Hill,investor_attractiveness_score,81.2,6,15,Investment Analysis,2024-12-31,
San Francisco,Potrero Hill,resident_desirability_score,82.5,6,15,Lifestyle Index,2024-12-31,
San Francisco,Potrero Hill,value_add_potential_score,47.0,6,15,Growth Potential,2024-12-31,
San Francisco,Castro,accessibility_score,85.0,7,22,Walk Score / Transit Data,2025-01-01,
San Francisco,Castro,amenity_score,86.0,7,22,Google Places / Yelp,2025-01-01,
San Francisco,Castro,demographic_quality_score,78.0,7,22,Census ACS,2024-12-31,
San Francisco,Castro,employment_economic_score,76.0,7,22,Labor Bureau / Tech Data,2024-12-31,
San Francisco,Castro,real_estate_momentum_score,79.0,7,22,Zillow / Redfin,2024-11-01,
San Francisco,Castro,development_investment_score,70.0,7,22,City Planning / CRE,2024-12-31,
San Francisco,Castro,livability_safety_score,82.0,7,22,Crime Data / Surveys,2024-11-01,
San Francisco,Castro,cultural_vibrancy_score,92.0,7,22,Cultural Institutions,2024-12-31,
San Francisco,Castro,future_growth_catalysts_score,68.0,7,22,Development Pipeline,2024-12-31,
San Francisco,Castro,composite_overall_score,79.6,7,22,Weighted Average,2024-12-31,
San Francisco,Castro,investor_attractiveness_score,73.2,7,22,Investment Analysis,2024-12-31,
San Francisco,Castro,resident_desirability_score,86.2,7,22,Lifestyle Index,2024-12-31,
San Francisco,Castro,value_add_potential_score,39.0,7,22,Growth Potential,2024-12-31,
San Francisco,Marina District,accessibility_score,83.0,8,24,Walk Score / Transit Data,2025-01-01,
San Francisco,Marina District,amenity_score,88.0,8,24,Google Places / Yelp,2025-01-01,
San Francisco,Marina District,demographic_quality_score,86.0,8,24,Census ACS,2024-12-31,
San Francisco,Marina District,employment_economic_score,74.0,8,24,Labor Bureau / Tech Data,2024-12-31,
San Francisco,Marina District,real_estate_momentum_score,80.0,8,24,Zillow / Redfin,2024-11-01,
San Francisco,Marina District,development_investment_score,68.0,8,24,City Planning / CRE,2024-12-31,
San Francisco,Marina District,livability_safety_score,87.0,8,24,Crime Data / Surveys,2024-11-01,
San Francisco,Marina District,cultural_vibrancy_score,84.0,8,24,Cultural Institutions,2024-12-31,
San Francisco,Marina District,future_growth_catalysts_score,64.0,8,24,Development Pipeline,2024-12-31,
San Francisco,Marina District,composite_overall_score,79.3,8,24,Weighted Average,2024-12-31,
San Francisco,Marina District,investor_attractiveness_score,71.5,8,24,Investment Analysis,2024-12-31,
San Francisco,Marina District,resident_desirability_score,85.5,8,24,Lifestyle Index,2024-12-31,
San Francisco,Marina District,value_add_potential_score,31.0,8,24,Growth Potential,2024-12-31,
San Francisco,Outer Sunset,accessibility_score,78.0,9,35,Walk Score / Transit Data,2025-01-01,
San Francisco,Outer Sunset,amenity_score,82.0,9,35,Google Places / Yelp,2025-01-01,
San Francisco,Outer Sunset,demographic_quality_score,80.0,9,35,Census ACS,2024-12-31,
San Francisco,Outer Sunset,employment_economic_score,70.0,9,35,Labor Bureau / Tech Data,2024-12-31,
San Francisco,Outer Sunset,real_estate_momentum_score,74.0,9,35,Zillow / Redfin,2024-11-01,
San Francisco,Outer Sunset,development_investment_score,65.0,9,35,City Planning / CRE,2024-12-31,
San Francisco,Outer Sunset,livability_safety_score,81.0,9,35,Crime Data / Surveys,2024-11-01,
San Francisco,Outer Sunset,cultural_vibrancy_score,75.0,9,35,Cultural Institutions,2024-12-31,
San Francisco,Outer Sunset,future_growth_catalysts_score,60.0,9,35,Development Pipeline,2024-12-31,
San Francisco,Outer Sunset,composite_overall_score,73.9,9,35,Weighted Average,2024-12-31,
San Francisco,Outer Sunset,investor_attractiveness_score,67.2,9,35,Investment Analysis,2024-12-31,
San Francisco,Outer Sunset,resident_desirability_score,79.0,9,35,Lifestyle Index,2024-12-31,
San Francisco,Outer Sunset,value_add_potential_score,23.0,9,35,Growth Potential,2024-12-31,
San Francisco,Cow Hollow,accessibility_score,84.0,10,19,Walk Score / Transit Data,2025-01-01,
San Francisco,Cow Hollow,amenity_score,89.0,10,19,Google Places / Yelp,2025-01-01,
San Francisco,Cow Hollow,demographic_quality_score,87.0,10,19,Census ACS,2024-12-31,
San Francisco,Cow Hollow,employment_economic_score,75.0,10,19,Labor Bureau / Tech Data,2024-12-31,
San Francisco,Cow Hollow,real_estate_momentum_score,81.0,10,19,Zillow / Redfin,2024-11-01,
San Francisco,Cow Hollow,development_investment_score,70.0,10,19,City Planning / CRE,2024-12-31,
San Francisco,Cow Hollow,livability_safety_score,86.0,10,19,Crime Data / Surveys,2024-11-01,
San Francisco,Cow Hollow,cultural_vibrancy_score,85.0,10,19,Cultural Institutions,2024-12-31,
San Francisco,Cow Hollow,future_growth_catalysts_score,62.0,10,19,Development Pipeline,2024-12-31,
San Francisco,Cow Hollow,composite_overall_score,79.9,10,19,Weighted Average,2024-12-31,
San Francisco,Cow Hollow,investor_attractiveness_score,72.0,10,19,Investment Analysis,2024-12-31,
San Francisco,Cow Hollow,resident_desirability_score,86.0,10,19,Lifestyle Index,2024-12-31,
San Francisco,Cow Hollow,value_add_potential_score,15.0,10,19,Growth Potential,2024-12-31,
Miami,Brickell,accessibility_score,88.0,1,7,Walk Score / Transit Data,2025-01-01,
Miami,Brickell,amenity_score,92.0,1,7,Google Places / Yelp,2025-01-01,
Miami,Brickell,demographic_quality_score,86.0,1,7,Census ACS,2024-12-31,
Miami,Brickell,employment_economic_score,89.0,1,7,Labor Bureau / Tech Data,2024-12-31,
Miami,Brickell,real_estate_momentum_score,82.0,1,7,Zillow / Redfin,2024-11-01,
Miami,Brickell,development_investment_score,80.0,1,7,City Planning / CRE,2024-12-31,
Miami,Brickell,livability_safety_score,81.0,1,7,Crime Data / Surveys,2024-11-01,
Miami,Brickell,cultural_vibrancy_score,80.0,1,7,Cultural Institutions,2024-12-31,
Miami,Brickell,future_growth_catalysts_score,72.0,1,7,Development Pipeline,2024-12-31,
Miami,Brickell,composite_overall_score,83.3,1,7,Weighted Average,2024-12-31,
Miami,Brickell,investor_attractiveness_score,80.8,1,7,Investment Analysis,2024-12-31,
Miami,Brickell,resident_desirability_score,85.2,1,7,Lifestyle Index,2024-12-31,
Miami,Brickell,value_add_potential_score,87.0,1,7,Growth Potential,2024-12-31,
Miami,Wynwood,accessibility_score,85.0,2,5,Walk Score / Transit Data,2025-01-01,
Miami,Wynwood,amenity_score,88.0,2,5,Google Places / Yelp,2025-01-01,
Miami,Wynwood,demographic_quality_score,72.0,2,5,Census ACS,2024-12-31,
Miami,Wynwood,employment_economic_score,82.0,2,5,Labor Bureau / Tech Data,2024-12-31,
Miami,Wynwood,real_estate_momentum_score,89.0,2,5,Zillow / Redfin,2024-11-01,
Miami,Wynwood,development_investment_score,87.0,2,5,City Planning / CRE,2024-12-31,
Miami,Wynwood,livability_safety_score,70.0,2,5,Crime Data / Surveys,2024-11-01,
Miami,Wynwood,cultural_vibrancy_score,96.0,2,5,Cultural Institutions,2024-12-31,
Miami,Wynwood,future_growth_catalysts_score,84.0,2,5,Development Pipeline,2024-12-31,
Miami,Wynwood,composite_overall_score,83.7,2,5,Weighted Average,2024-12-31,
Miami,Wynwood,investor_attractiveness_score,85.5,2,5,Investment Analysis,2024-12-31,
Miami,Wynwood,resident_desirability_score,84.8,2,5,Lifestyle Index,2024-12-31,
Miami,Wynwood,value_add_potential_score,79.0,2,5,Growth Potential,2024-12-31,
Miami,Edgewater,accessibility_score,82.0,3,4,Walk Score / Transit Data,2025-01-01,
Miami,Edgewater,amenity_score,85.0,3,4,Google Places / Yelp,2025-01-01,
Miami,Edgewater,demographic_quality_score,79.0,3,4,Census ACS,2024-12-31,
Miami,Edgewater,employment_economic_score,80.0,3,4,Labor Bureau / Tech Data,2024-12-31,
Miami,Edgewater,real_estate_momentum_score,91.0,3,4,Zillow / Redfin,2024-11-01,
Miami,Edgewater,development_investment_score,89.0,3,4,City Planning / CRE,2024-12-31,
Miami,Edgewater,livability_safety_score,75.0,3,4,Crime Data / Surveys,2024-11-01,
Miami,Edgewater,cultural_vibrancy_score,82.0,3,4,Cultural Institutions,2024-12-31,
Miami,Edgewater,future_growth_catalysts_score,86.0,3,4,Development Pipeline,2024-12-31,
Miami,Edgewater,composite_overall_score,83.2,3,4,Weighted Average,2024-12-31,
Miami,Edgewater,investor_attractiveness_score,86.5,3,4,Investment Analysis,2024-12-31,
Miami,Edgewater,resident_desirability_score,81.0,3,4,Lifestyle Index,2024-12-31,
Miami,Edgewater,value_add_potential_score,71.0,3,4,Growth Potential,2024-12-31,
Miami,Miami Beach,accessibility_score,84.0,4,16,Walk Score / Transit Data,2025-01-01,
