geography,geography_type,indicator_name,indicator_value,indicator_unit,period,period_type,data_source,notes
"Atlanta-Sandy Springs-Roswell, GA",Metro,gdp_growth_rate,7.24,percent,2024-01-01,annual,Calculated from BEA GDP data,
"Atlanta-Sandy Springs-Roswell, GA",Metro,gdp_per_capita,70955.0,USD,2020-01-01,annual,Calculated from BEA GDP and Census population,
"Atlanta-Sandy Springs-Roswell, GA",Metro,gdp_per_capita,78578.0,USD,2021-01-01,annual,Calculated from BEA GDP and Census population,
"Atlanta-Sandy Springs-Roswell, GA",Metro,gdp_per_capita,85650.0,USD,2022-01-01,annual,Calculated from BEA GDP and Census population,
"Atlanta-Sandy Springs-Roswell, GA",Metro,gdp_per_capita,90798.0,USD,2023-01-01,annual,Calculated from BEA GDP and Census population,
"Atlanta-Sandy Springs-Roswell, GA",Metro,gdp_per_capita,95459.0,USD,2024-01-01,annual,Calculated from BEA GDP and Census population,
"Atlanta-Sandy Springs-Roswell, GA",Metro,gdp_total,432100.0,million_USD,2020-01-01,annual,Bureau of Economic Analysis 2020,Current dollars
"Atlanta-Sandy Springs-Roswell, GA",Metro,gdp_total,473823.0,million_USD,2021-01-01,annual,Bureau of Economic Analysis 2021,Current dollars
"Atlanta-Sandy Springs-Roswell, GA",Metro,gdp_total,525888.0,million_USD,2022-01-01,annual,Bureau of Economic Analysis 2022,Current dollars
"Atlanta-Sandy Springs-Roswell, GA",Metro,gdp_total,570663.0,million_USD,2023-01-01,annual,Bureau of Economic Analysis 2023,Current dollars
"Atlanta-Sandy Springs-Roswell, GA",Metro,gdp_total,612000.0,million_USD,2024-01-01,annual,Bureau of Economic Analysis 2024,Current dollars
"Atlanta-Sandy Springs-Roswell, GA",Metro,gini_coefficient,0.49,index,2020-01-01,annual,US Census Bureau ACS 2020,Income inequality measure
"Atlanta-Sandy Springs-Roswell, GA",Metro,gini_coefficient,0.488,index,2021-01-01,annual,US Census Bureau ACS 2021,Income inequality measure
"Atlanta-Sandy Springs-Roswell, GA",Metro,gini_coefficient,0.487,index,2022-01-01,annual,US Census Bureau ACS 2022,Income inequality measure
"Atlanta-Sandy Springs-Roswell, GA",Metro,gini_coefficient,0.485,index,2023-01-01,annual,US Census Bureau ACS 2023,Income inequality measure
"Atlanta-Sandy Springs-Roswell, GA",Metro,gini_coefficient,0.484,index,2024-01-01,annual,US Census Bureau ACS 2024,Income inequality measure
"Atlanta-Sandy Springs-Roswell, GA",Metro,highway_congestion_index,72.0,index_0_100,2020-01-01,annual,Texas A&M Transportation Institute Urban Mobility Report 2020,Higher values indicate more congestion
"Atlanta-Sandy Springs-Roswell, GA",Metro,highway_congestion_index,66.0,index_0_100,2021-01-01,annual,Texas A&M Transportation Institute Urban Mobility Report 2021,Higher values indicate more congestion
"Atlanta-Sandy Springs-Roswell, GA",Metro,highway_congestion_index,70.0,index_0_100,2022-01-01,annual,Texas A&M Transportation Institute Urban Mobility Report 2022,Higher values indicate more congestion
"Atlanta-Sandy Springs-Roswell, GA",Metro,highway_congestion_index,72.0,index_0_100,2023-01-01,annual,Texas A&M Transportation Institute Urban Mobility Report 2023,Higher values indicate more congestion
"Atlanta-Sandy Springs-Roswell, GA",Metro,highway_congestion_index,74.0,index_0_100,2024-01-01,annual,Texas A&M Transportation Institute Urban Mobility Report 2024,Higher values indicate more congestion
"Atlanta-Sandy Springs-Roswell, GA",Metro,home_price_appreciation_yoy,29.46,percent,2021-01-01,annual,Calculated from home price data,
"Atlanta-Sandy Springs-Roswell, GA",Metro,home_price_appreciation_yoy,12.82,percent,2022-01-01,annual,Calculated from home price data,
"Atlanta-Sandy Springs-Roswell, GA",Metro,home_price_appreciation_yoy,6.25,percent,2023-01-01,annual,Calculated from home price data,
"Atlanta-Sandy Springs-Roswell, GA",Metro,home_price_appreciation_yoy,6.15,percent,2024-01-01,annual,Calculated from home price data,
"Atlanta-Sandy Springs-Roswell, GA",Metro,homeownership_rate,62.2,percent,2020-01-01,quarterly,US Census Bureau Housing Vacancies 2020,
"Atlanta-Sandy Springs-Roswell, GA",Metro,homeownership_rate,62.6,percent,2021-01-01,quarterly,US Census Bureau Housing Vacancies 2021,
"Atlanta-Sandy Springs-Roswell, GA",Metro,homeownership_rate,62.9,percent,2022-01-01,quarterly,US Census Bureau Housing Vacancies 2022,
"Atlanta-Sandy Springs-Roswell, GA",Metro,homeownership_rate,63.2,percent,2023-01-01,quarterly,US Census Bureau Housing Vacancies 2023,
"Atlanta-Sandy Springs-Roswell, GA",Metro,homeownership_rate,63.5,percent,2024-01-01,quarterly,US Census Bureau Housing Vacancies 2024,
"Atlanta-Sandy Springs-Roswell, GA",Metro,income_growth_rate_yoy,4.56,percent,2021-01-01,annual,Calculated from US Census Bureau ACS,
"Atlanta-Sandy Springs-Roswell, GA",Metro,income_growth_rate_yoy,4.23,percent,2022-01-01,annual,Calculated from US Census Bureau ACS,
"Atlanta-Sandy Springs-Roswell, GA",Metro,income_growth_rate_yoy,3.35,percent,2023-01-01,annual,Calculated from US Census Bureau ACS,
"Atlanta-Sandy Springs-Roswell, GA",Metro,income_growth_rate_yoy,3.23,percent,2024-01-01,annual,Calculated from US Census Bureau ACS,
"Atlanta-Sandy Springs-Roswell, GA",Metro,labor_force_participation_rate,65.2,percent,2020-01-01,annual,BLS LAUS 2020,Ages 16 and over
"Atlanta-Sandy Springs-Roswell, GA",Metro,labor_force_participation_rate,65.4,percent,2021-01-01,annual,BLS LAUS 2021,Ages 16 and over
"Atlanta-Sandy Springs-Roswell, GA",Metro,labor_force_participation_rate,65.6,percent,2022-01-01,annual,BLS LAUS 2022,Ages 16 and over
"Atlanta-Sandy Springs-Roswell, GA",Metro,labor_force_participation_rate,65.7,percent,2023-01-01,annual,BLS LAUS 2023,Ages 16 and over
"Atlanta-Sandy Springs-Roswell, GA",Metro,labor_force_participation_rate,65.8,percent,2024-01-01,annual,BLS LAUS 2024,Ages 16 and over
"Atlanta-Sandy Springs-Roswell, GA",Metro,median_age,36.5,years,2020-07-01,annual,US Census Bureau Population Estimates 2020,
"Atlanta-Sandy Springs-Roswell, GA",Metro,median_age,36.7,years,2021-07-01,annual,US Census Bureau Population Estimates 2021,
"Atlanta-Sandy Springs-Roswell, GA",Metro,median_age,36.9,years,2022-07-01,annual,US Census Bureau Population Estimates 2022,
"Atlanta-Sandy Springs-Roswell, GA",Metro,median_age,37.1,years,2023-07-01,annual,US Census Bureau Population Estimates 2023,
"Atlanta-Sandy Springs-Roswell, GA",Metro,median_age,37.2,years,2024-07-01,annual,US Census Bureau Population Estimates 2024,
"Atlanta-Sandy Springs-Roswell, GA",Metro,median_home_price,241000.0,USD,2020-01-01,annual,Redfin/Zillow Data 2020,
"Atlanta-Sandy Springs-Roswell, GA",Metro,median_home_price,312000.0,USD,2021-01-01,annual,Redfin/Zillow Data 2021,
"Atlanta-Sandy Springs-Roswell, GA",Metro,median_home_price,352000.0,USD,2022-01-01,annual,Redfin/Zillow Data 2022,
"Atlanta-Sandy Springs-Roswell, GA",Metro,median_home_price,374000.0,USD,2023-01-01,annual,Redfin/Zillow Data 2023,
"Atlanta-Sandy Springs-Roswell, GA",Metro,median_home_price,397000.0,USD,2024-01-01,annual,Redfin/Zillow Data 2024,
"Atlanta-Sandy Springs-Roswell, GA",Metro,median_household_income,76800.0,USD,2020-01-01,annual,US Census Bureau ACS 2020,
"Atlanta-Sandy Springs-Roswell, GA",Metro,median_household_income,80300.0,USD,2021-01-01,annual,US Census Bureau ACS 2021,
"Atlanta-Sandy Springs-Roswell, GA",Metro,median_household_income,83700.0,USD,2022-01-01,annual,US Census Bureau ACS 2022,
"Atlanta-Sandy Springs-Roswell, GA",Metro,median_household_income,86505.0,USD,2023-01-01,annual,US Census Bureau ACS 2023,
"Atlanta-Sandy Springs-Roswell, GA",Metro,median_household_income,89300.0,USD,2024-01-01,annual,US Census Bureau ACS 2024,
"Atlanta-Sandy Springs-Roswell, GA",Metro,median_rent_2br,1485.0,USD,2020-09-01,monthly,Realtor.com/Zillow Rental 2020,Monthly rent
"Atlanta-Sandy Springs-Roswell, GA",Metro,median_rent_2br,1598.0,USD,2021-09-01,monthly,Realtor.com/Zillow Rental 2021,Monthly rent
"Atlanta-Sandy Springs-Roswell, GA",Metro,median_rent_2br,1685.0,USD,2022-09-01,monthly,Realtor.com/Zillow Rental 2022,Monthly rent
"Atlanta-Sandy Springs-Roswell, GA",Metro,median_rent_2br,1742.0,USD,2023-09-01,monthly,Realtor.com/Zillow Rental 2023,Monthly rent
"Atlanta-Sandy Springs-Roswell, GA",Metro,median_rent_2br,1800.0,USD,2024-09-01,monthly,Realtor.com/Zillow Rental 2024,Monthly rent
"Atlanta-Sandy Springs-Roswell, GA",Metro,net_domestic_migration,52000.0,count,2020-07-01,annual,US Census Bureau Population Estimates 2020,
"Atlanta-Sandy Springs-Roswell, GA",Metro,net_domestic_migration,58000.0,count,2021-07-01,annual,US Census Bureau Population Estimates 2021,
"Atlanta-Sandy Springs-Roswell, GA",Metro,net_domestic_migration,62000.0,count,2022-07-01,annual,US Census Bureau Population Estimates 2022,
"Atlanta-Sandy Springs-Roswell, GA",Metro,net_domestic_migration,65000.0,count,2023-07-01,annual,US Census Bureau Population Estimates 2023,
"Atlanta-Sandy Springs-Roswell, GA",Metro,net_domestic_migration,68000.0,count,2024-07-01,annual,US Census Bureau Population Estimates 2024,
"Atlanta-Sandy Springs-Roswell, GA",Metro,net_international_migration,35000.0,count,2020-07-01,annual,US Census Bureau Population Estimates 2020,
"Atlanta-Sandy Springs-Roswell, GA",Metro,net_international_migration,38000.0,count,2021-07-01,annual,US Census Bureau Population Estimates 2021,
"Atlanta-Sandy Springs-Roswell, GA",Metro,net_international_migration,40000.0,count,2022-07-01,annual,US Census Bureau Population Estimates 2022,
"Atlanta-Sandy Springs-Roswell, GA",Metro,net_international_migration,41000.0,count,2023-07-01,annual,US Census Bureau Population Estimates 2023,
"Atlanta-Sandy Springs-Roswell, GA",Metro,net_international_migration,42000.0,count,2024-07-01,annual,US Census Bureau Population Estimates 2024,
"Atlanta-Sandy Springs-Roswell, GA",Metro,per_capita_income,60230.0,USD,2020-01-01,annual,BEA Personal Income 2020,
"Atlanta-Sandy Springs-Roswell, GA",Metro,per_capita_income,62120.0,USD,2021-01-01,annual,BEA Personal Income 2021,
"Atlanta-Sandy Springs-Roswell, GA",Metro,per_capita_income,63480.0,USD,2022-01-01,annual,BEA Personal Income 2022,
"Atlanta-Sandy Springs-Roswell, GA",Metro,per_capita_income,64107.0,USD,2023-01-01,annual,BEA Personal Income 2023,
"Atlanta-Sandy Springs-Roswell, GA",Metro,per_capita_income,65000.0,USD,2024-01-01,annual,BEA Personal Income 2024,
"Atlanta-Sandy Springs-Roswell, GA",Metro,population,6089815.0,count,2020-07-01,annual,US Census Bureau Vintage 2024 Estimates,
"Atlanta-Sandy Springs-Roswell, GA",Metro,population,6030000.0,count,2021-07-01,annual,US Census Bureau Vintage 2024 Estimates,
"Atlanta-Sandy Springs-Roswell, GA",Metro,population,6140000.0,count,2022-07-01,annual,US Census Bureau Vintage 2024 Estimates,
"Atlanta-Sandy Springs-Roswell, GA",Metro,population,6285000.0,count,2023-07-01,annual,US Census Bureau Vintage 2024 Estimates,
"Atlanta-Sandy Springs-Roswell, GA",Metro,population,6411149.0,count,2024-07-01,annual,US Census Bureau Vintage 2024 Estimates,
"Atlanta-Sandy Springs-Roswell, GA",Metro,population_growth_rate_yoy,-0.98,percent,2021-07-01,annual,Calculated from US Census Bureau data,
"Atlanta-Sandy Springs-Roswell, GA",Metro,population_growth_rate_yoy,1.82,percent,2022-07-01,annual,Calculated from US Census Bureau data,
"Atlanta-Sandy Springs-Roswell, GA",Metro,population_growth_rate_yoy,2.36,percent,2023-07-01,annual,Calculated from US Census Bureau data,
"Atlanta-Sandy Springs-Roswell, GA",Metro,population_growth_rate_yoy,2.01,percent,2024-07-01,annual,Calculated from US Census Bureau data,
"Atlanta-Sandy Springs-Roswell, GA",Metro,poverty_rate,12.5,percent,2020-01-01,annual,US Census Bureau ACS 2020,
"Atlanta-Sandy Springs-Roswell, GA",Metro,poverty_rate,12.2,percent,2021-01-01,annual,US Census Bureau ACS 2021,
"Atlanta-Sandy Springs-Roswell, GA",Metro,poverty_rate,12.0,percent,2022-01-01,annual,US Census Bureau ACS 2022,
"Atlanta-Sandy Springs-Roswell, GA",Metro,poverty_rate,11.9,percent,2023-01-01,annual,US Census Bureau ACS 2023,
"Atlanta-Sandy Springs-Roswell, GA",Metro,poverty_rate,11.7,percent,2024-01-01,annual,US Census Bureau ACS 2024,
"Atlanta-Sandy Springs-Roswell, GA",Metro,unemployment_rate,3.5,percent,2020-01-01,quarterly,BLS LAUS Q1 2020,
"Atlanta-Sandy Springs-Roswell, GA",Metro,unemployment_rate,12.2,percent,2020-04-01,quarterly,BLS LAUS Q2 2020,
"Atlanta-Sandy Springs-Roswell, GA",Metro,unemployment_rate,9.8,percent,2020-07-01,quarterly,BLS LAUS Q3 2020,
"Atlanta-Sandy Springs-Roswell, GA",Metro,unemployment_rate,7.2,percent,2020-10-01,quarterly,BLS LAUS Q4 2020,
"Atlanta-Sandy Springs-Roswell, GA",Metro,unemployment_rate,7.0,percent,2021-01-01,quarterly,BLS LAUS Q1 2021,
"Atlanta-Sandy Springs-Roswell, GA",Metro,unemployment_rate,6.2,percent,2021-04-01,quarterly,BLS LAUS Q2 2021,
"Atlanta-Sandy Springs-Roswell, GA",Metro,unemployment_rate,5.5,percent,2021-07-01,quarterly,BLS LAUS Q3 2021,
"Atlanta-Sandy Springs-Roswell, GA",Metro,unemployment_rate,4.5,percent,2021-10-01,quarterly,BLS LAUS Q4 2021,
"Atlanta-Sandy Springs-Roswell, GA",Metro,unemployment_rate,4.2,percent,2022-01-01,quarterly,BLS LAUS Q1 2022,
"Atlanta-Sandy Springs-Roswell, GA",Metro,unemployment_rate,3.8,percent,2022-04-01,quarterly,BLS LAUS Q2 2022,
"Atlanta-Sandy Springs-Roswell, GA",Metro,unemployment_rate,3.8,percent,2022-07-01,quarterly,BLS LAUS Q3 2022,
"Atlanta-Sandy Springs-Roswell, GA",Metro,unemployment_rate,3.5,percent,2022-10-01,quarterly,BLS LAUS Q4 2022,
"Atlanta-Sandy Springs-Roswell, GA",Metro,unemployment_rate,3.3,percent,2023-01-01,quarterly,BLS LAUS Q1 2023,
"Atlanta-Sandy Springs-Roswell, GA",Metro,unemployment_rate,3.2,percent,2023-04-01,quarterly,BLS LAUS Q2 2023,
"Atlanta-Sandy Springs-Roswell, GA",Metro,unemployment_rate,3.2,percent,2023-07-01,quarterly,BLS LAUS Q3 2023,
"Atlanta-Sandy Springs-Roswell, GA",Metro,unemployment_rate,3.4,percent,2023-10-01,quarterly,BLS LAUS Q4 2023,
"Atlanta-Sandy Springs-Roswell, GA",Metro,unemployment_rate,3.5,percent,2024-01-01,quarterly,BLS LAUS Q1 2024,
"Atlanta-Sandy Springs-Roswell, GA",Metro,unemployment_rate,3.6,percent,2024-04-01,quarterly,BLS LAUS Q2 2024,
"Atlanta-Sandy Springs-Roswell, GA",Metro,unemployment_rate,3.7,percent,2024-07-01,quarterly,BLS LAUS Q3 2024,
"Atlanta-Sandy Springs-Roswell, GA",Metro,unemployment_rate,3.8,percent,2024-10-01,quarterly,BLS LAUS Q4 2024,
"Boston-Cambridge-Newton, MA-NH",Metro,education_bachelor_degree_pct,47.2,percent,2020-01-01,annual,US Census Bureau ACS 2020,Population 25 years and over
"Boston-Cambridge-Newton, MA-NH",Metro,education_bachelor_degree_pct,47.7,percent,2021-01-01,annual,US Census Bureau ACS 2021,Population 25 years and over
"Boston-Cambridge-Newton, MA-NH",Metro,education_bachelor_degree_pct,48.1,percent,2022-01-01,annual,US Census Bureau ACS 2022,Population 25 years and over
"Boston-Cambridge-Newton, MA-NH",Metro,education_bachelor_degree_pct,48.4,percent,2023-01-01,annual,US Census Bureau ACS 2023,Population 25 years and over
"Boston-Cambridge-Newton, MA-NH",Metro,education_bachelor_degree_pct,48.6,percent,2024-01-01,annual,US Census Bureau ACS 2024,Population 25 years and over
"Boston-Cambridge-Newton, MA-NH",Metro,employment_total,2680000.0,count,2020-09-01,quarterly,BLS QCEW Q3 2020,
"Boston-Cambridge-Newton, MA-NH",Metro,employment_total,2720000.0,count,2021-09-01,quarterly,BLS QCEW Q3 2021,
"Boston-Cambridge-Newton, MA-NH",Metro,employment_total,2760000.0,count,2022-09-01,quarterly,BLS QCEW Q3 2022,
"Boston-Cambridge-Newton, MA-NH",Metro,employment_total,2778000.0,count,2023-09-01,quarterly,BLS QCEW Q3 2023,
"Boston-Cambridge-Newton, MA-NH",Metro,employment_total,2800000.0,count,2024-09-01,quarterly,BLS QCEW Q3 2024,
"Boston-Cambridge-Newton, MA-NH",Metro,gdp_growth_rate,8.24,percent,2021-01-01,annual,Calculated from BEA GDP data,
"Boston-Cambridge-Newton, MA-NH",Metro,gdp_growth_rate,7.52,percent,2022-01-01,annual,Calculated from BEA GDP data,
"Boston-Cambridge-Newton, MA-NH",Metro,gdp_growth_rate,6.79,percent,2023-01-01,annual,Calculated from BEA GDP data,
"Boston-Cambridge-Newton, MA-NH",Metro,gdp_growth_rate,6.14,percent,2024-01-01,annual,Calculated from BEA GDP data,
"Boston-Cambridge-Newton, MA-NH",Metro,gdp_per_capita,99400.0,USD,2020-01-01,annual,Calculated from BEA GDP and Census population,
"Boston-Cambridge-Newton, MA-NH",Metro,gdp_per_capita,107408.0,USD,2021-01-01,annual,Calculated from BEA GDP and Census population,
"Boston-Cambridge-Newton, MA-NH",Metro,gdp_per_capita,115255.0,USD,2022-01-01,annual,Calculated from BEA GDP and Census population,
"Boston-Cambridge-Newton, MA-NH",Metro,gdp_per_capita,122600.0,USD,2023-01-01,annual,Calculated from BEA GDP and Census population,
"Boston-Cambridge-Newton, MA-NH",Metro,gdp_per_capita,128942.0,USD,2024-01-01,annual,Calculated from BEA GDP and Census population,
"Boston-Cambridge-Newton, MA-NH",Metro,gdp_total,491200.0,million_USD,2020-01-01,annual,Bureau of Economic Analysis 2020,Current dollars
"Boston-Cambridge-Newton, MA-NH",Metro,gdp_total,531671.0,million_USD,2021-01-01,annual,Bureau of Economic Analysis 2021,Current dollars
"Boston-Cambridge-Newton, MA-NH",Metro,gdp_total,571666.0,million_USD,2022-01-01,annual,Bureau of Economic Analysis 2022,Current dollars
"Boston-Cambridge-Newton, MA-NH",Metro,gdp_total,610486.0,million_USD,2023-01-01,annual,Bureau of Economic Analysis 2023,Current dollars
"Boston-Cambridge-Newton, MA-NH",Metro,gdp_total,648000.0,million_USD,2024-01-01,annual,Bureau of Economic Analysis 2024,Current dollars
"Boston-Cambridge-Newton, MA-NH",Metro,gini_coefficient,0.485,index,2020-01-01,annual,US Census Bureau ACS 2020,Income inequality measure
"Boston-Cambridge-Newton, MA-NH",Metro,gini_coefficient,0.483,index,2021-01-01,annual,US Census Bureau ACS 2021,Income inequality measure
"Boston-Cambridge-Newton, MA-NH",Metro,gini_coefficient,0.482,index,2022-01-01,annual,US Census Bureau ACS 2022,Income inequality measure
"Boston-Cambridge-Newton, MA-NH",Metro,gini_coefficient,0.48,index,2023-01-01,annual,US Census Bureau ACS 2023,Income inequality measure
"Boston-Cambridge-Newton, MA-NH",Metro,gini_coefficient,0.479,index,2024-01-01,annual,US Census Bureau ACS 2024,Income inequality measure
"Boston-Cambridge-Newton, MA-NH",Metro,highway_congestion_index,70.0,index_0_100,2020-01-01,annual,Texas A&M Transportation Institute Urban Mobility Report 2020,Higher values indicate more congestion
"Boston-Cambridge-Newton, MA-NH",Metro,highway_congestion_index,64.0,index_0_100,2021-01-01,annual,Texas A&M Transportation Institute Urban Mobility Report 2021,Higher values indicate more congestion
"Boston-Cambridge-Newton, MA-NH",Metro,highway_congestion_index,68.0,index_0_100,2022-01-01,annual,Texas A&M Transportation Institute Urban Mobility Report 2022,Higher values indicate more congestion
"Boston-Cambridge-Newton, MA-NH",Metro,highway_congestion_index,70.0,index_0_100,2023-01-01,annual,Texas A&M Transportation Institute Urban Mobility Report 2023,Higher values indicate more congestion
"Boston-Cambridge-Newton, MA-NH",Metro,highway_congestion_index,72.0,index_0_100,2024-01-01,annual,Texas A&M Transportation Institute Urban Mobility Report 2024,Higher values indicate more congestion
"Boston-Cambridge-Newton, MA-NH",Metro,home_price_appreciation_yoy,18.15,percent,2021-01-01,annual,Calculated from home price data,
"Boston-Cambridge-Newton, MA-NH",Metro,home_price_appreciation_yoy,8.17,percent,2022-01-01,annual,Calculated from home price data,
"Boston-Cambridge-Newton, MA-NH",Metro,home_price_appreciation_yoy,3.47,percent,2023-01-01,annual,Calculated from home price data,
"Boston-Cambridge-Newton, MA-NH",Metro,home_price_appreciation_yoy,4.53,percent,2024-01-01,annual,Calculated from home price data,
"Boston-Cambridge-Newton, MA-NH",Metro,homeownership_rate,60.8,percent,2020-01-01,quarterly,US Census Bureau Housing Vacancies 2020,
"Boston-Cambridge-Newton, MA-NH",Metro,homeownership_rate,61.2,percent,2021-01-01,quarterly,US Census Bureau Housing Vacancies 2021,
"Boston-Cambridge-Newton, MA-NH",Metro,homeownership_rate,61.5,percent,2022-01-01,quarterly,US Census Bureau Housing Vacancies 2022,
"Boston-Cambridge-Newton, MA-NH",Metro,homeownership_rate,61.8,percent,2023-01-01,quarterly,US Census Bureau Housing Vacancies 2023,
"Boston-Cambridge-Newton, MA-NH",Metro,homeownership_rate,62.0,percent,2024-01-01,quarterly,US Census Bureau Housing Vacancies 2024,
"Boston-Cambridge-Newton, MA-NH",Metro,income_growth_rate_yoy,4.47,percent,2021-01-01,annual,Calculated from US Census Bureau ACS,
"Boston-Cambridge-Newton, MA-NH",Metro,income_growth_rate_yoy,4.28,percent,2022-01-01,annual,Calculated from US Census Bureau ACS,
"Boston-Cambridge-Newton, MA-NH",Metro,income_growth_rate_yoy,3.26,percent,2023-01-01,annual,Calculated from US Census Bureau ACS,
"Boston-Cambridge-Newton, MA-NH",Metro,income_growth_rate_yoy,3.16,percent,2024-01-01,annual,Calculated from US Census Bureau ACS,
"Boston-Cambridge-Newton, MA-NH",Metro,labor_force_participation_rate,66.5,percent,2020-01-01,annual,BLS LAUS 2020,Ages 16 and over
"Boston-Cambridge-Newton, MA-NH",Metro,labor_force_participation_rate,66.7,percent,2021-01-01,annual,BLS LAUS 2021,Ages 16 and over
"Boston-Cambridge-Newton, MA-NH",Metro,labor_force_participation_rate,66.9,percent,2022-01-01,annual,BLS LAUS 2022,Ages 16 and over
"Boston-Cambridge-Newton, MA-NH",Metro,labor_force_participation_rate,67.1,percent,2023-01-01,annual,BLS LAUS 2023,Ages 16 and over
"Boston-Cambridge-Newton, MA-NH",Metro,labor_force_participation_rate,67.2,percent,2024-01-01,annual,BLS LAUS 2024,Ages 16 and over
"Boston-Cambridge-Newton, MA-NH",Metro,median_age,39.2,years,2020-07-01,annual,US Census Bureau Population Estimates 2020,
"Boston-Cambridge-Newton, MA-NH",Metro,median_age,39.4,years,2021-07-01,annual,US Census Bureau Population Estimates 2021,
"Boston-Cambridge-Newton, MA-NH",Metro,median_age,39.6,years,2022-07-01,annual,US Census Bureau Population Estimates 2022,
"Boston-Cambridge-Newton, MA-NH",Metro,median_age,39.7,years,2023-07-01,annual,US Census Bureau Population Estimates 2023,
"Boston-Cambridge-Newton, MA-NH",Metro,median_age,39.8,years,2024-07-01,annual,US Census Bureau Population Estimates 2024,
"Boston-Cambridge-Newton, MA-NH",Metro,median_home_price,518000.0,USD,2020-01-01,annual,Redfin/Zillow Data 2020,
"Boston-Cambridge-Newton, MA-NH",Metro,median_home_price,612000.0,USD,2021-01-01,annual,Redfin/Zillow Data 2021,
"Boston-Cambridge-Newton, MA-NH",Metro,median_home_price,662000.0,USD,2022-01-01,annual,Redfin/Zillow Data 2022,
"Boston-Cambridge-Newton, MA-NH",Metro,median_home_price,685000.0,USD,2023-01-01,annual,Redfin/Zillow Data 2023,
"Boston-Cambridge-Newton, MA-NH",Metro,median_home_price,716000.0,USD,2024-01-01,annual,Redfin/Zillow Data 2024,
"Boston-Cambridge-Newton, MA-NH",Metro,median_household_income,98400.0,USD,2020-01-01,annual,US Census Bureau ACS 2020,
"Boston-Cambridge-Newton, MA-NH",Metro,median_household_income,102800.0,USD,2021-01-01,annual,US Census Bureau ACS 2021,
"Boston-Cambridge-Newton, MA-NH",Metro,median_household_income,107200.0,USD,2022-01-01,annual,US Census Bureau ACS 2022,
"Boston-Cambridge-Newton, MA-NH",Metro,median_household_income,110697.0,USD,2023-01-01,annual,US Census Bureau ACS 2023,
"Boston-Cambridge-Newton, MA-NH",Metro,median_household_income,114200.0,USD,2024-01-01,annual,US Census Bureau ACS 2024,
"Boston-Cambridge-Newton, MA-NH",Metro,median_rent_2br,2325.0,USD,2020-09-01,monthly,Realtor.com/Zillow Rental 2020,Monthly rent
"Boston-Cambridge-Newton, MA-NH",Metro,median_rent_2br,2468.0,USD,2021-09-01,monthly,Realtor.com/Zillow Rental 2021,Monthly rent
"Boston-Cambridge-Newton, MA-NH",Metro,median_rent_2br,2598.0,USD,2022-09-01,monthly,Realtor.com/Zillow Rental 2022,Monthly rent
"Boston-Cambridge-Newton, MA-NH",Metro,median_rent_2br,2668.0,USD,2023-09-01,monthly,Realtor.com/Zillow Rental 2023,Monthly rent
"Boston-Cambridge-Newton, MA-NH",Metro,median_rent_2br,2724.0,USD,2024-09-01,monthly,Realtor.com/Zillow Rental 2024,Monthly rent
"Boston-Cambridge-Newton, MA-NH",Metro,net_domestic_migration,-18000.0,count,2020-07-01,annual,US Census Bureau Population Estimates 2020,
"Boston-Cambridge-Newton, MA-NH",Metro,net_domestic_migration,-17000.0,count,2021-07-01,annual,US Census Bureau Population Estimates 2021,
